labels,text
0,Skadeverk på anleggsmaskiner som brukes i vindmølleutbygging https://t.co/5o7HrSooPe
0,"@jonalevang @abjartnes @Mohnitor Havvind fjerner neppe mer enn 30% av utslippene fra installasjonene. Trenger konstant kraft og ikke minst varme. 

Viktig at kostnadene ikke skjules under streken i statsbudsjettene. Her må samfunnet få vite hvor mye det betaler for tiltakene."
0,@erna_solberg Du oppfører deg som en diktator..snakker om å bevare natur og ødelegger naturen med vindturbiner..slakter ned naturlig dyrefauna..kryper for utenlandsk kapital og ukultur..folk våkner nå.. du velges langt vekk.
1,Kpasitet på vindenergi opp  39% i USA i fjor..http://bit.ly/7ba8q5
1,RT @filiprygg: Til dere som mener at vindkraft må stoppes pga fulgedød. https://t.co/KJUDhmDsPy
0,@AndreasAasheim Dessverre for deg er ikke vindmøller svar på spørsmålet
0,"Vindkraft er ingen ""grønn"" energi.. https://t.co/MkQDO1DVfo"
1,"RT @EnovaSF: Alt fra støtte til energitiltak i hjemmet ditt til 2,3 milliarder til et flytende havvind-prosjekt. Hør Enova-sjefen i podkast…"
0,"Seriøse lokale motstandere av vindenergi gjør en viktig jobb. De løfter fram kunnskap om lokale økosystemer. De peker på de ikke-materielle verdier som er priset for lavt. Andmyran er godt eksempel, innsikten til ornitologer, har fått meg til å undres over dette prosjektet."
1,RT @kristinlinnerud: Godt skrevet! Det er gode argumenter både for og mot mer vindkraft i Norge.  https://t.co/qeeYwcytno
0,"@AndreasAasheim @DanPederEriksen @Barehebola @EinarWilly @NORWEA «Sterke aktører ønsker å gå tilbake til et vindkraftkonsesjonsregime med ivrige investorer, rask saksbehandling og lite lokal innflytelse. NHO Reiseliv mener regjeringen gjør klokt i å revidere reglene og revurdere praksisen» @NHOreiseliv https://t.co/CZKvgaBEsW"
0,@GetorTw @willynerdal1 Poenget med vindkraft er å knytte oss tettere til EU. Det skaper så ustabile situasjoner at vi må bygge kabler for å importere strøm.
1,"RT @Lassefredheim: Dette har muligens vært historiens viktigste klimauke i Norge!

Mandag: Forpliktende klimamål sammen med EU🌍

Tirsdag:Fø…"
0,"@aselliaas Blir et problem når armene går som vindmøller for å dele ut slag i alle retninger, både over og under beltestedet. Søppel!"
1,"RT @trygvetv: Flott med støtte til 88 MW flytende havvind! Hvis man hadde brukt 2,3 mrd på 30% investeringsstøtte til solceller, hadde det…"
1,Hva er egentlig argumentet mot havvind?
1,RT @ThinaSaltvedt: En super dag for norsk vindkraft http://t.co/tyKuoxreJB @DN_no
1,"@AndreasAasheim @kariekas @Haltbrekken Mens Norge ikke har installert noe vindkraft til havs, har Storbritannia 39 havvindparker på til sammen 8.000 megawatt og rundt 7.200 ansatte innen havvind, og ambisjoner om å mer enn tredoble antallet sysselsatte i bransjen."
0,"-Det er ikke fritt frem for vindkraft.

Alle som ønsker å delta i vindkraftdebatten, bør ha som mål å bidra med mest mulig fakta.

https://t.co/lzijKFzEob"
0,"Dette har vi hørt noen ganger nå, @oeddep! Men konkret: Hva vil departementet vektlegge vedr. naturvern? Respekt for naturmangfoldloven? For fugl/dyr? For friluftsliv og naturopplevelser?
Vi venter.. 
https://t.co/bdxV4tZZ1u"
0,"@AndreasAasheim @einarke @mariusholm Fint, i Tyskland. Men vår strøm kommer fra vannkraft. Norsk vindkraft erstatter ikke kull. Klimatull!"
0,"@LarsAarset @eidem @UrsusNordhammer Du må ALDRI spørre #vindkraft-lobbyen om hva ting koster, og hva prisen blir for samfunnet.  De er på jakt etter 100-vis av milliarder og INGEN skal få ødelegge gullgåsa før den er melket tom. Samme skjer over hele Europa:  Kostnader for #GrøntSkrifte er ALDRI til debatt."
0,RT @KeiserOla: Tenk deg at vindkraft er som elfly.  Forskjellen er at elfy dreper kun piloten og maks en passasjer. Vindkraft dreper økonom…
0,"@UrsusNordhammer Ikke for å bagatellisere, men det faktum at en vindkraft-lobbyorganisasjon er sponsa av et selskap som ødelegger regnskog er ille, men store norske selskaper som Equinor og Hydro gjør jo omtrent like gale ting på egen hånd. Tjæresand i Canada f.eks."
0,RT @BurkelandS: @CristinaKar11 @snorrevalen @Thor_Egil En vindmølle er nok til å ødelegge. Bare ta et hvilket som helst naturområde og tegn…
0,@Madsws Snakk om å kjempe mot vindmøller.
1,"RT @kristinlinnerud: Føler meg optimistisk. God og nyansert debatt om vindkraft. Zero, DNT, LNVK, FrP og SV. Pluss en ja- og nei-ordfører.…"
1,"@a_odegard @Vindenergi bra! snakket med Van Hool i mars og hadde håpt de skulle rekke 2020, men får jo være glad for at de nå er tydelig på at det kommer nye modeller på løpende bånd i årene framover. Det er jo veldig bra!"
1,"RT @kristinlinnerud: @EinarWilly @grimz Absolutt. Et fornuftig resonnement, ikke bare for Statkraft, men for hele den etablerte kraftsektor…"
1,Danskene sender #Vindkraft til oss på 17. Mai! Hurra! https://t.co/tY2ZemxQ4l
1,"RT @Ver1e: Teknologi flytter makt sier Jakob Tyness. Minner meg om dette: ""Ikke bygg skjul, men vindmøller når forandringens vind blåser."" …"
1,RT @GudmundSydness: @LaNaturenLeve Nve leverte strategisk ku for havvind (les: nasjonal ramme for havvind) til oed i 2012. Glad for at den…
1,RT @KalvigS: Slik kan oppdrettsnæringa bli mer klimavennlig https://t.co/Y7wC4IXgbI
0,"Dette går bare ikke an; 2,3 milliarder skattepenger rett i havet!! Bare for dette håper jeg dagens regjering styrter i en pøl med havvann.. Skandaløst frekt!  https://t.co/jQcZpu0VNy"
0,"RT @KentAnder: Det er på tide at noen vekker @Hoyre fra den grønne hypnosen. #RT 
#klima #CO2 #Vindmøller #utopi
https://t.co/xHpgiahXA3"
0,Varsler innstramming på vindkraft #nyheter #msn https://t.co/fmsVAlTDBD
1,"Ny god kommentar av @HansKMjelva. Viktig å få i gang storskala havvindutbygginga på norsk sokkel, men også viktig å unngå at konfliktnivået rundt vindkraft på land forflyttar seg til havs. https://t.co/ueMuVg3Z89"
1,Lengre blad enn en fotballbane: Dette blir verdens største vindmølle...
0,"@mariusholm @BjornKHaugland @skift_norge Kommer neppe mye havvind fra oljeselskapene hvis ikke likviditeten styrkes. Det er oljeinntekter som har gjort dem rustet til å satse alternativt.

For øvrig stor forskjell på subsidier og provenynøytrale skatteletter."
0,"Korrupte, kunnskapsløse politikere serverer løgn på løgn i propagandakanalen  #nrknyheter #dax18 #polkvart #nrkurix #nrkdebatt 

Finnes ingen klimakrise eller lønnsømt 'grøntskifte' 

Vindkraft til havs &amp; land blir aldri lønnsomt fordi de forurenser og dreper fugler 

#nrknyheter https://t.co/xscfYx9lqf"
0,RT @Vindenergi: En viktig del av Nasjonal Ramme er å oppdatere kunnskapsgrunnlaget om virkninger av vindkraft. https://t.co/pX6w82Bf4k Her…
0,"De har satt opp ni vindmøller i nærheten av stugan vår i Sverige. Tenkte jeg skulle protestere, men det ville blitt en kamp mot vindmøller."
1,"RT @ToreFurevik: Viktig å utvikle norsk havvind, meiner både @EspenBarthEide i @Arbeiderpartiet og @LeneWestgaard i @Hoyre.  https://t.co/K…"
0,Med equinor prøver statoil å overføre det multikulturelle eksperimentet til energimarkedet.  Vindmøller er dysfunksjonelle folk fra tredje verden som ikle klarer å integrere seg. Jobber når de gidder. Fossil er folket som må plukke opp regningen.
0,"Hva synes @NORWEA om slike synspunkter? Eller statsråden for elsertifikater; @tordlien. Eller @nikolaiastrup?
http://t.co/clsTVSqyTf"
1,RT @Haltbrekken: Ser noen hisse seg opp over at @mathiasfischer har jobba for vindkraft. Har ikke sett noen reagere på at @tonychr har jobb…
0,"RT @LarsAarset: En vannturbin erstatter 400 vindturbiner og en oppgradering gir 10-15% mer strøm uten konsekvenser for naturen, men det løn…"
0,"@kristinlinnerud @ATGullberg @medoleir I det hele tatt er begrepet ""ny fornybar"" meningsløst, @THEenerWE. Fornybar kraft 
er, ja nettopp, fornybar, uansett. Begrepet er et retrorisk knep for å få folk til å tro at sol/vind liksom er bedre enn vannkraften vår. En del av folkebedraget for å få aksept for mer vindkraft!"
0,"@kristinlinnerud @CICERO_klima @NINAforskning Dere kunne jo i tillegg sett litt nærmere på om det overhodet er behov for vindkraft! Det ville løst noen konflikter, det også..."
1,"@baardamundsen Sorry, den var ufin. Dog: blir som å si at vindmøller og kullkraftverk er det samme; først og fremst installasjoner i naturen"
1,"@Bjorn_L_Bang @bBjorntho @Hoyre @frp_no @Venstre @Arbeiderpartiet @Partiet @Senterpartiet @solklyngen @EnergiNorge @Statkraft Det er gammel nedbetalt norsk vannkraft som er billig og relativt pålitelig. 
Ny norsk vannkraft er ikke billig, og ofte er den uten magasiner.
Da varierer produksjonen oftest sterkt over året.

For meg ser det ut til at de nyeste prosjektene med vindkraft på land blir billigere."
0,RT @KentAnder: 20 fanatiske raddiser krever statuer fjernet: Det blir tatt på alvor. 200.000 vanlige folk krever #vindmøller fjernet. Ingen…
0,RT @Fredriks_1: Jeg påpeker stadig at #vindkraft påvirker økosystemer i langt større omfang enn bransjen hevder. Les om kaskadeeffekter og…
0,"Burde kalt karbonkvoter ""coalcoins"" så hadde det kommet masse spekulanter :3 https://t.co/09xLTSIaHb"
0,"@UlsethBj Jeg er i rett parti, heldigvis ikke sammen med folk som er mer mot vindkraft enn oljeplattformer."
1,"@AndreasAasheim @BBaardsen Kan vi ikke vedde på noe som gir meg bedre odds? Gassrør til Barents har ikke gode odds foreløpig. 
Vedder gjerne på hva som gir Norge størst inntekter om 10, 20 og 30 år. Olje eller vindkraft."
1,"RT @tveitdal: Ikea satser milliarder på vindkraft Skal investere 1,5 milliarder euro i fornybar energi http://t.co/eUp6cso4"
0,"RT @VVandvik: Når samfunnet ofrer viktig og verdifull natur, må vi kunne forvente at beslutningen er basert på, og tar hensyn til, kunnskap…"
1,"@illfermentit @JarlWaage @audunlysbakken Det vil jo alltid være tilfeller hvor velgerne er uenige i noen enkeltsaker, som for eksempel det tilfellet jeg viste til om surrogati. Sånn er det i alle partier. Vindkraft er en annen sak hvor jeg tipper velgerne og medlemmene i mange partier har ulikt standpunkt"
1,@AndreasAasheim Statnett bygger da nett for vindkraft for milliarder på Fosen?
0,RT @elisabeth_dahle: Ødeleggelsene #vindkraft #vindmølletran #natur #tap https://t.co/QZMs9WI7wZ
1,RT @Nils_Rokke: Morgengrublerier og vindkraft- hvordan skaffe tilveie 30-75TWh mer ren energi i norge for å erstatte fossil energi og bli n…
1,RT @Vindenergi: Asko åpner egen hydrogenstasjon til trucker og etterhvert lastebiler. Utrolig viktig realisering av sterkt næringsdrevet in…
0,"Jeg tror @NVE har gått helt av skaftet! Dette må dere stoppe @oeddep De har hatt sjansen til å bygge, konsesjonen er gått ut flere ganger. Nå vet vi bedre, så ingen grunn til å forlenge igjen https://t.co/nqYvAXb70z"
1,"RT @Hans_Vang: Vi tar det på nytt: Å slåss mot vindmøller betyr å kjempe mot en innbilt/oppdiktet fiende, ikke å møte formidabel motstand."
1,"RT @abjartnes: Dette ser ut til å kunne være viktig for offshore vind i Norge. @gbuvik
http://t.co/7VNq2bB5"
0,@isachs1 @AndreasAasheim Jeg er ikke imot vindkraft. Jeg kun peker på at svært lite har blitt bygget med nåværende priser.
0,RT @Essensielt_no: Jeg er ikke mot vindkraft. Ikke overalt. Men jeg er 100% mot privatisering og manglende skattlegging. Vind bør behandles…
0,"Takk @Avisen_Agder god dekning av protestmarsjen! Minner samtidig om at det er vindturbiner, ikke vindmøller. Synd jeg var birtreist og ikke kunne delta. @Flekkefjord_k https://t.co/ahc1LoExsL"
0,RT @LarsAarset: Ha ha! Satirekontoen #Dagbladet melder om massiv kritikk av «Planet of the Humans» (fra kritikere som ikke har sett filmen)…
0,Norsk natur til salgs! #grøntskifte #vindindustri #vindkraft https://t.co/ceB9lg8FXz…
1,RT @Teknisk: #Equinor knuser rekorder. Det flytende #havvind-anlegget i Skottland leverer langt bedre enn bunnfaste anlegg: https://t.co/LA…
0,RT @WWFNorge: Sammen med @Fuglevern &amp; @WWFSuomi krever vi at Davvi vindkraftverk i Finnmark ikke bygges. Vi trenger mer fornybar energi for…
0,RT @jensmaage: Har ikke @Hoyre fått med seg at utslipp i en verdikjede er mye mer enn det som kommer fra motoren? https://t.co/LPOjuYyJhj
1,"RT @THEenerWE: Denne rapporten bør skremme, glede, frustrere og inspirere alle som jobber for eller mot olje, gass, CCS, vindkraft, elbiler…"
0,"@toinil @solves @alfholme @LaNaturenLeve @tweetmyinbox @miljodir @faktisk_no @NVE @turistforening @Naturvern @BergenTurlag Hvordan foregår dette i praksis? Dere har veldig jevnt forbruk gjennom året, og dere kjøper produksjon fra vindkraft som har en svært variabel produksjonsprofil."
1,Kan man sette opp vindmøller på Mongstad? #gjenbruk #brennpunkt
0,"@mathiasfischer @HoyreTina @Rotevatn Men hva mener velgerne? Tror @Venstre gjør lurt i å heller sloss for natur og miljøvern, fremfor å bygge ut mer vind på land i fjellandet Norge. Motstanden kommer til å øke mer og mer, siden nordmenn er knyttet til natur. https://t.co/YlRRHbVjsF"
1,"Global oppvarming er en ørlite større trussel mot dyrelivet enn en håndfull vindmøller

https://t.co/0dmN79lRG9"
1,RT @Klimapartnere: Kapitalen inntar vindkraftbransjen – Nå er vindkraft business. http://t.co/SX87vVzy
0,Hvorfor betaler vi hundrevis av milliarder for å produsere under 2% av strømmen vi bruker.  https://t.co/CHRFHFYNUg
0,RT @KeiserOla: Når vindkraft produserer null. Og du prøver å gi kvotepriser på kull skylda for strømprisene. https://t.co/jHenedRXCn
0,"RT @klimapsykolog: Havvind oppsummert av havvindsgjengen: 

«Journalisten: – Regjeringen vil bare bygge ut lønnsomme prosjekter?

Havvindsg…"
1,Debatt: – Regjeringen satser på havvind https://t.co/FfAEZFYqej
1,"Plugging av brønner, havvind, CCS og hydrogen: Her er prosjektene ⁦@Teknisk⁩ mener har størst potensial for å bidra til grønn omstilling av norsk oljeindustri. 
⁦@Nils_Rokke⁩ ⁦@VincentFleischR⁩ ⁦@TvitreAnne⁩  https://t.co/urd9j6BqLc"
1,@AndreasAasheim @ssbnytt Det hjelper ikke å pøse rådyr vindkraft inn i et dysfunksjonelt kvotesystem som flyter over av billig kullkraft
1,"Leste at Donald Trump ikke er glad i vindmøller. Antaglig er han ikke glad i vind i det hele tatt, en utfordring å passe på hentesveisen!"
1,"Vindkraft eksploderer i Norge, skriver DN. Våre estimater tilsier investeringer på over 30 milliarder 2016-2018. 

God morgen!"
1,Norge kan bli storeksportør av havvind-teknologi #havvind. Næringen etterlyser investeringstiltak fra regjeringen. https://t.co/cuS6yj44K8
0,"Fem havørner drept av vindturbiner i Fosen vind-anlegg.
https://t.co/zDc1uK3Crn"
1,RT @Teknisk: Ingen tvil om hvilke energikilder det satses på i EU: http://t.co/HtnRN3ooVi av @LieOyvind http://t.co/7lEd8Wbqi4
0,Trønderdebatt - Kunne bygd en demning tilsvarende 35 vindmøller #vindkraft  https://t.co/VWj8jdaUhN
0,"RT @ErikMartiniusse: Sprer vindkraft mikroplast, og hvor mange fugl dør egentlig av vindkraftverk? @Teknisk har sjekket hva som er sant og…"
0,"RT @AndreasAasheim: Altså, 100.000.- for å finne ut hvem som eier norske vindkraftverk..

Jeg antar jo at jeg misser noe her, men dette sit…"
1,"Motstandere av vindkraft, eller hva nå den karen egentlig ønsket å få fram her [han i skjermdumpen, altså]... https://t.co/90BYl2oBSZ"
1,@EigilKnutsen Hva mener dere om havvind?
0,@Essensielt_no @EspenBarthEide @EinarWilly @Partiet @Arbeiderpartiet @ife_norway Eg er meir i tvil om den naive trua vår på vindkraft.
1,Google går inn i norsk vindkraft https://t.co/ywKFDMBYty
0,"RT @abjartnes: Trodde noen at havvind vil være konfliktfritt?

https://t.co/tN3hh2eO4d"
0,"Ikke sant? Kortreist strøm, bra nett og lavere kostnader! Noen vindturbiner må vel det utbyggerne kaller nikkersadelen i Oslo-området, tåle. Det må jo folk på Frøya, på Fosen, i Nord-Odal, på Finnskogen... https://t.co/bsex4HG5PV"
0,RT @MBergNordlie: Er det moralsk holdbart av majoriteten å velge at måten man skal panikkro seg ut av krisa man har skapt er å ødelegge urf…
1,"@mariusholm utfordrer @erna_solberg og @jonasgahrstore på hvordan vi kan bidra med kapital og kompetanse til andre land som vil satse på havvind?
#Zerokonferansen 
Kan vi handle litt raskt for å hindre at disse kullkraftverkene blir bygget spør @mariusholm? https://t.co/vLYrl8vDYB"
1,"Urovekkende trend, og hvordan blir det når oljevirksomheten skal elektrifiseres? Vi trenger tydelig mer vindkraft, vannkraft og -hvorfor ikke - også solcelleenergi i Norge https://t.co/lIb2o57FV7"
0,Vurderer ulovlege aksjonar mot vindkraft (pluss) https://t.co/VFuL0rKhS5 https://t.co/HRs2OhJ83m
1,"Per 1. april var 21 TWh av det svensk-norske målet på 28,4 TWh ny, fornybar kraft nådd. I tillegg er 15,2 TWh under bygging, hvorav 11,6 er vindkraft. @CICERO_klima https://t.co/FrftIZNwrr"
1,Prisen på havvind falt med 40 prosent på ett år https://t.co/YhiOU45zKF
0,Forbanna luftgitararm....!  Man må jobbe seg opp til vindmølle solo.
1,Foreslår demonstrasjonstog i #Rogaland for vindmøller. #zero13
1,"@GreinerNOR Reindrift er selvsagt en god årsak til å verne enkelte områder for vindmøller, ja. Men det er fortsatt god plass."
0,"Danmark. Naboene til vindindustrien vil ha støygrenser, ikke penger som et forsøk på å kompensere for  støyplagene. Behovet er først og fremst å få støygrenser som beskytter mot støyplage og forebygger helserisiko. https://t.co/gzc8zSLnBm https://t.co/1lMpV7fXZz"
1,Forkastelig vindkraft-sabotasje https://t.co/uZvL7ZK2eg
1,På 90-tallet satser svenskene på bioetanol som en del av løsningen før man innså at god matjord ble til drivstoff og tortilla prisene i Mexico gjorde at mange fattige ikke lenger hadde råd til mat. - Vindkraft. Løsningen som plutselig ble selve problemet. https://t.co/RTuoviUyTI
0,"RT @Oddingen: Vindkraft? Nei takk.
""Vindkraften vil fram mot 2030 beslaglegge rundt 2000 kvadratkilometer – et område på størrelse med Vest…"
1,RT @MortenMyksvoll: Straum er berre populært etter at den har kome inn i husa til folk.  https://t.co/8SR5OIQuxk
1,"Equinor sammenligner Doggerbank med de store oljefeltene: Dette tar oss opp i tetsjiktet.

https://t.co/3WyUwChSFd"
1,"RT @Athornor: “En nettleie som straffer dem som bruker lite, eller produserer sin egen energi, og dermed reduserer belastningen på nettet e…"
0,RT @kldep: -Det er viktig for både klima og naturmangfold at vi tar vare på økosystemene våre. Derfor endrer og strammer vi nå inn konsesjo…
1,RT @ErikMartiniusse: Skal utrede norsk havvind. Får 10 millioner fra regjeringen https://t.co/Wm3IxhpX6f
1,RT @KnutESunde: Neste år er investeringer i havvind i Europa større enn i olje og gass i Europa. Dette tar av. Og her vil norsk leverandøri…
1,Erna  lover at det ikke blir høyere strømpriser. For vi kan importere billig vindkraft fra danmark.  Det gikk jo bra. https://t.co/04W3tRvS9s
0,"@tweetmyinbox @alfholme @mariusholm @kristinlinnerud @ATGullberg @EinarWilly @RosendahlKE @ToreFurevik @hnormann @EquinorASA @EnovaSF Styret skal ha vedtatt at selskapet skal øke innen fornybar tross lavere avkastning. Minoritetseierne er muligens ikke godt nok representert i styret. De forteller aksjonærene at vindkraft har lavere peisrisiko, men det er ikke riktig når subsidier/prisgarantier forsvinner."
0,"Klar tale fra @oeddep-minister Freiberg under vårt Havvindseminar: 
-Vi skal legge til rette for lønnsom utbygging av fornybar energi gjennom gode rammebetingelser. Men jeg vil være tydelig på at det ikke er aktuelt å subsidiere utbygging av vindkraft til havs i Norge. #GOS https://t.co/LAda6OjJmM"
1,"Google går inn i vindkraft: ""Klimasamvittighet er business""  https://t.co/cwYMSevh1p"
0,Danmark har masse vindmøller men ingen kjøper elbil. Kanskje for kostbart og subsidiere begge deler. https://t.co/brv7P6kl6h
0,"RT @Naturvern: #NaturvernLM har vedtatt endringer i Naturvernforbundets prinsipprogram, med et langt tydeligere standpunkt både mot klimafi…"
1,"@HNesevis @bagdor @catofossen Ingen har forslått å strupe noe som helst, men inntektene fra olje og gass vil gå ned, og da er det avgjørende å få fart på annen industri. CCS, havvind, hydrogen, batteriproduksjon, og mye annet er eksempler på det. Det er ikke lenge til mye av dette virkelig kommer i gang."
1,"RT @Statkraft: Mer enn halvparten av verdens elektrisitetsproduksjon kan komme fra sol- og vindkraft i 2040, viser vårt ferske Lavutslippss…"
1,"RT @EinarWilly: i 2017 bygget Storbritannia ut 1,5 GW vind på land og 1 GW vind til havs. Til sammen har de nå 20 GW vindkraft, og produser…"
0,@TeslaNor @CSpange Jeg er imot vindkraft ja. Solkraft er jo for eksempel en mye mer skånsom energimetode for fuglelivet. Eventuelt oppgradering av vannkraft. Vindkraft er tydelig den verste.
1,"@einrisne @LaNaturenLeve @NORWEA Hei Einar, moren min har det helt fint :) Kan vi ikke heller ha en faktabasert debatt om vindkraft i stedet for å mistenkeliggjøre hverandres hensikter? Fortum prøver ikke å skjule at vi tjener penger på vindkraft, men Norge trenger mer vindkraft for å fase ut fossil energi."
1,"@LaNaturenLeve framleis bygg me fleire vegar uten, enn med vindkraft"
0,"@tordlien @WTeigland @OlufUlseth Og du synes ikke slike tall endrer bildet? 
https://t.co/5SQRc6yCCy"
0,"RT @politisk_agenda: Åtte av de ti største eierne av norsk vindkraft er utenlandske fond, med mange deleiere bak. De ser på norsk vind som…"
1,Det finske selskapet @St1Suomi går inn på eiersiden i et milliardprosjekt innen #vindkraft i Finnmark @e24 @malkyl https://t.co/0quFqyXu8x
1,@ungevenstre slutt å tull. vi har bygd vindmøller. men det tok tid for det krever mye forskning vi har satset på. Når er SV #LoVe s håp.
0,"RT @pksbertoli: «Uten bedre rammevilkår er det lite sannsynlig at Norge blir en stor aktør i det voksende #havvind-markedet».

Kanskje vi k…"
0,Vindkraft kan ikkje leggjast til urørt natur og viktige friluftslivsområder. Likevel sender Norsk Vind Energi AS melding om å byggje Europas største vindkraftanlegg i turområdet Stølsheimen. NVE må oppmode dei om å trekkje dette prosjektet @oeddep @erna_solberg @Statsmin_kontor https://t.co/54R8obo0xt
1,"RT @JonBjartnes: Til nå har det grønne skiftet skapt 17,5 millioner nye arbeidsplasser i sol- og vindkraft globalt. #detskjer http://t.co/s…"
0,"@kmfag @Akselfrids @idealistisk @Hoyre Eg drømmer om at MDG krangler med SP om klima, vindmøller, havbruk, størrelse på gårdsbruk, vei, matproduksjon, vern, artsmangfold, avgifts og skattefordeling osv,... for at de så kan eniges om flere punkter i vinn-vinn løsninger."
1,RT @arildhermstad: Enorme muligheter for fornybarnæringen til havs!  MDG  foreslår nye tiltak som kan skape et nytt norsk industrieventyr i…
1,"Verdens oljeproduksjon nådde toppen i 2019. Her er mine tanker om hvordan Norge kan lede det grønne skiftet gjennom massiv elektrifisering - havvind, hydrogen, batterier, elektriske ferger og fly. Arbeid og miljø - hva venter vi på? 

https://t.co/tZ2FUiCVmB https://t.co/yX6inEXpGb"
1,"RT @IvarSlengesol: NVEs anslag, snitt for nye prosjekter i Norge

Vannkraft over 10 MW: 35 øre/kWh
Vannkraft under 10 MW: 39 øre/kWh
Vindkr…"
1,Møkster vunnet kontrakt for bruk av et av rederiets skip til utbygging av vindpark til havs http://tinyurl.com/32x785c #vindkraft
1,RT @kim_andre: Et for lite diskutert næringspolitisk dilemma: «Så er det en generell utfordring i Norge at vi har stor aktivitet på olje- o…
1,RT @Vindenergi: 375MW vind/sol hybrid prosjekt i Australia - 59 turbiner og 4 mål solcellepaneler samspiller: https://t.co/5012sYikUp
0,"@Lassefredheim @AndreasAasheim Hm, har de virkelig fått lov å bygge vindkraft midt oppi urørt vannkraftnatur?"
0,"RT @KentAnder: Vindkraft er svindel. Solgt av svindlere, og kjøpt av slevhøytidelige idioter som kan ingenting om vindkraft. #SnakeOil"
0,RT @HeleneOdven: Nasjonal ramme for landbasert vindkraft har hatt lite rom for medverknad. I Hordaland er det heldigvis 12 kommunar som har…
0,"Tinges som vokser i takt

- bompenger
- vindkraft
- protester

De vet ikke når de skal slutte."
0,Muslimske ledere oppfordrer til åndelig kamp mot klimaendringene. Tja.. funker sikkert like bra som vindmøller. http://t.co/OmFqotYDiZ
1,"@osol Ser ut som om det er flere enn Trump som plutselig har blitt ekstra glad i fugl 🦆

https://t.co/IC7ZiQhgF2"
0,"@Prague_68 @HoyreTina @erna_solberg @Partiet @SVparti @vonKnag Vært der? Sett terrenget og det flotte planområdet innenfor Titania gruver? Lest MTA-planen og sett på kartet?
https://t.co/SrCarT4XtR 

Sett på eierstrukturen for Tellenes?
 https://t.co/S26JjQThe9

Er det slik @Partiet vil bygge ut norsk vindkraft?"
0,RT @svagene: Norsk natur trues av nedbygging av vindkraft. Enorme områder er nå identifisert av NVE som mulige utbyggingsområder under Nasj…
0,"RT @CICERO_klima: Mulig det er fordi Kina bygger så mange vindmøller for tida, men de øker CO2-utslippene m ti prosent, år etter år. @Pe ..."
0,"RT @BurkelandS: Merker meg at alle ungdomspolitikerne som vil ha vindkraft bor i Oslo eller nær. Flott, fyll hele Oslo, Akershus og Bærum m…"
1,RT @svagene: «Norge har store muligheter for å utvikle en bærekraftig og lønnsom reiselivsnæring. Meld. St. 19 (2016–2017).» Denne mulighet…
